,meanF0Hz,meanF0Hz,meanF0Hz,meanF0Hz,meanF0Hz,meanF0Hz,meanF0Hz,meanF0Hz,stdevF0Hz,stdevF0Hz,stdevF0Hz,stdevF0Hz,stdevF0Hz,stdevF0Hz,stdevF0Hz,stdevF0Hz,HNR,HNR,HNR,HNR,HNR,HNR,HNR,HNR,IntensityAvg,IntensityAvg,IntensityAvg,IntensityAvg,IntensityAvg,IntensityAvg,IntensityAvg,IntensityAvg,SpeechRate,SpeechRate,SpeechRate,SpeechRate,SpeechRate,SpeechRate,SpeechRate,SpeechRate,ArticulationRate,ArticulationRate,ArticulationRate,ArticulationRate,ArticulationRate,ArticulationRate,ArticulationRate,ArticulationRate,AvgSyllableDuration,AvgSyllableDuration,AvgSyllableDuration,AvgSyllableDuration,AvgSyllableDuration,AvgSyllableDuration,AvgSyllableDuration,AvgSyllableDuration
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kind Irony,37.0,239.64020211472126,39.41115129504876,155.02198765732484,212.5727792884681,236.44088046780413,261.69819690532427,327.9747088335471,37.0,65.07210631730628,19.3665111180791,23.989828609626496,53.611255807372146,64.27246667828057,81.93554259818805,100.25441183275424,37.0,10.655498578349034,1.7850715716698635,6.011797322070666,9.604441500497272,11.1020625085275,12.13970546603678,13.772207235775006,37.0,61.11471531621432,8.175380329382124,44.065959753873436,56.25504469979419,61.36554291191595,66.28617092938467,75.62896143884332,37.0,3.6631453093148854,0.6733640724993539,1.4896318239526025,3.4286020410896527,3.6640978154808135,3.937007874015748,5.498340832697946,37.0,4.4477246404485244,0.6759882302066055,2.793296089385475,3.979809329393551,4.494445146701498,4.973474801061007,5.813953488372093,37.0,0.23029374741075645,0.0378323794363719,0.17200000000000001,0.2010666666666667,0.22249687500000004,0.2512683189655172,0.358
Sincere,31.0,274.9283775721099,45.840985673103184,177.70823104565386,251.87714200743073,283.0883119652935,311.18333110622973,351.7141752362984,31.0,67.70002108104529,16.49602348758643,28.937225572328483,57.85268606266601,69.32626683789934,81.06908321308346,91.77554637782626,31.0,9.425423992588623,1.9272994518869737,5.608376582760985,7.7863427939563525,9.460362930745765,11.01593483451772,13.067543387571902,31.0,69.29276651221883,9.529280210879579,43.574145922507284,63.77613748138168,71.20719813106672,75.42682290981196,86.53072931230908,31.0,3.339012942290735,0.9467808286156714,1.1808335947157698,2.780655053833434,3.4954668164723874,3.9471845455232772,5.0761421319796955,31.0,4.414690266322242,1.0075561396617403,2.2287226633235826,3.914865221525755,4.584611971752876,5.085551891116043,6.830601092896174,31.0,0.24114122904502935,0.07016173986900705,0.14640000000000003,0.1966396011396011,0.21812096774193543,0.2554369791666667,0.44868749999999996
